title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
Shipping-Related Accidental and Deliberate Release into the Environment,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing; the title suggests a generic pollution impact from shipping, not a specific methodology or quantification.)",10.1007/978-3-540-77587-4_16,OpenAlex,2026-03-02 22:49:44.751401+00
Analysis of gas phase intermediates and mineralization during the photocatalytic oxidation of organic pollutants: a critical step towards the performance evaluation,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This study examines photocatalytic degradation of organic compounds in air and bilge water, focusing on analytical methods and mineralization rates but lacks a direct marine environmental focus.)",10.1080/03067319.2011.592945,OpenAlex,2026-03-02 22:49:51.125842+00
Risk assessment of bilge water discharges in two Baltic shipping lanes,EXCLUDE,3,1,1,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing so a full evaluation is not possible.),10.1016/j.marpolbul.2017.09.035,OpenAlex,2026-03-02 22:49:30.296793+00
Editorial: London’s super sewer – the Thames Tideway Tunnel,EXCLUDE,3,2,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is an editorial piece about the construction of a sewer tunnel in London, focusing on civil engineering aspects and project management rather than original marine research.)",10.1680/jcien.25.00490,OpenAlex,2026-03-02 22:50:29.023103+00
Evaluation of environmental impacts of outer continental shelf petroleum development in the Pacific Northwest and Alaska,EXCLUDE,3,1,1,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a report describing potential impacts rather than a quantitative empirical study.),10.2172/6254315,OpenAlex,2026-03-02 22:49:49.891107+00
Automatic microfibers detection in SEM images,EXCLUDE,3,0,0,0,1,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Lab study of microfibers using SEM, but not an oil spill or vessel discharge source.)",10.1117/12.3066670,OpenAlex,2026-03-02 22:51:46.455306+00
4991531 System for identifying unauthorized bilge water discharges from marine vessels,EXCLUDE,3,1,2,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, making it impossible to determine the research methodology and quantification of pollutants.)",10.1016/0025-326x(91)90088-a,OpenAlex,2026-03-02 22:49:31.694141+00
Research Improving the Safety of Offshore Helicopter Operations,EXCLUDE,3,0,1,1,0,1,"Low score: Cumulative criteria not met. (AI Note: This study focuses on offshore helicopter safety, with limited marine-specific data or oil-related aspects, addressing operational risks and accident statistics rather than direct marine impact.)",10.4043/14162-ms,OpenAlex,2026-03-02 22:50:37.310297+00
Petroleum hydrocarbons in marine sediments and animals from the island of malta,EXCLUDE,3,1,0,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/0013-9327(78)90134-9,OpenAlex,2026-03-02 22:50:51.260027+00
Treatment of a low-strength bilge water of Caspian Sea ships by HUASB technique,EXCLUDE,3,1,2,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so the questions cannot be accurately answered.)",10.1016/j.ecoleng.2015.04.055,OpenAlex,2026-03-02 22:49:35.189144+00
Comparison of second-line on-site computed quantitative flow ratio from coronary computed tomography angiography to PET perfusion imaging for detecting obstructive coronary artery disease,EXCLUDE,3,0,0,1,0,2,Low score: Cumulative criteria not met. (AI Note: This study compares two methods of cardiac imaging to detect coronary artery disease and is not related to marine research.),10.1093/eurheartj/ehac544.1190,OpenAlex,2026-03-02 22:51:06.386888+00
"Characterization and distribution of plastic particles along Alexandria beaches, Mediterranean Coast of Egypt, using microscopy and thermal analysis techniques",EXCLUDE,3,2,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract unavailable.),10.1016/j.scitotenv.2022.155363,OpenAlex,2026-03-02 22:51:32.686383+00
THE EUROPEAN CONTROLLING SYSTEM TO REDUCE OIL DISCHARGES IN THE SEA,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses existing EU regulations and satellite monitoring systems for oil spills, but does not present original research or quantitative data.)",10.5604/12314005.1138229,OpenAlex,2026-03-02 22:49:51.364211+00
Tourist Port Havana,EXCLUDE,3,2,1,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses the design and feasibility of a tourist port in Havana, Cuba, focusing on infrastructure and economic impact rather than marine pollution or research.)",10.4088/jcp.13f08699,OpenAlex,2026-03-02 22:50:47.845081+00
Conference Inaugural Speeches,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a collection of inaugural speeches given at a conference, so it is a policy discussion and not a research study.)",10.1080/14634988.2015.1042351,OpenAlex,2026-03-02 22:50:28.714068+00
Echocardiographic factors related to coronary artery calcium burden in patients with newly diagnosed type 2 diabetes mellitus,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This study examines heart conditions in diabetes patients, not marine research.)",10.1093/ehjci/jeae333.477,OpenAlex,2026-03-02 22:51:05.571458+00
Development of a biofilm-MBR for shipboard wastewater treatment: The effect of process configuration,EXCLUDE,3,1,2,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing so further analysis is impossible.),10.1016/j.desal.2008.11.034,OpenAlex,2026-03-02 22:49:34.228541+00
Evaluation of Solid and Liquid Waste Discharge management Technique for Commercial Watercraft,EXCLUDE,3,1,1,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper is a policy/literature review of waste management techniques; it does not contain empirical data.),10.4043/1478-ms,OpenAlex,2026-03-02 22:50:22.659168+00
Selection of allozyme genotypes of two species of marine gastropods (genus Littorina) in experiments of environmental stress by nonionic detergent and crude oil-surfactant mixtures,EXCLUDE,3,1,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, thus the research methodology, specific quantitative data, and empirical water and vessel elements are unknown.)",10.1051/gse:19890306,OpenAlex,2026-03-02 22:51:45.238612+00
IMPLEMENTATION OF MARPOL 73/78,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses the implementation of a maritime policy, rather than presenting a research study.)",10.7901/2169-3358-1985-1-121,OpenAlex,2026-03-02 22:49:46.461298+00
LINKED EFFECTS: EXAMINING HOW MICROPLASTIC POLLUTION AFFECTS HUMAN HEALTH AND MARINE ECOSYSTEMS,EXCLUDE,3,1,0,0,1,1,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a secondary research paper and literature review about microplastic pollution.),10.21276/ierj24648083661518,OpenAlex,2026-03-02 22:51:44.679827+00
Shipboard Oily Water Pollution - A Practical Guide For The Owner And Designer,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study is a review of regulations and equipment, lacking original empirical research or specific quantitative data.)",10.4043/3608-ms,OpenAlex,2026-03-02 22:49:52.603089+00
Phycoremediation potential and agar yield of red macroalgae (Gracilaria corticata) against HEDP (hydroxyethylidene diphosphonic acid) and CAPB (cocoamidopropyl betaine) detergents and the heavy metal pollutants,EXCLUDE,3,1,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so a full analysis cannot be completed.)",10.1007/s11356-023-29427-3,OpenAlex,2026-03-02 22:51:38.630914+00
System for identifying unauthorized bilge water discharges from marine vessels,EXCLUDE,3,1,2,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing and so the text provides insufficient data for scoring.),10.1016/0160-4120(92)90243-w,OpenAlex,2026-03-02 22:49:31.462891+00
Cleanup of water polluted with crude oil or diesel fuel using rice husks ash,EXCLUDE,3,1,0,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Abstract is missing, so the parameters cannot be scored reliably.)",10.1016/j.jtice.2011.04.004,OpenAlex,2026-03-02 22:49:32.166831+00
A History of Electric Ship Propulsion Systems [History],EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract provides a historical review of electric ship propulsion systems, rather than an empirical study of marine pollution.)",10.1109/mias.2020.3014837,OpenAlex,2026-03-02 22:47:07.918396+00
Trends in Criminal Enforcement in the Marine Industry: More Targets and Expanding Theories of Liability,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The document discusses legal and policy trends in criminal enforcement within the marine industry, rather than presenting original research on marine pollution.)",10.7901/2169-3358-2003-1-621,OpenAlex,2026-03-02 22:49:52.141693+00
Evolving Sustainable Green Ship Technology,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article is a general discussion about ship technology and pollution, lacking specific quantitative data or empirical research.)",10.4018/978-1-4666-4317-8.ch008,OpenAlex,2026-03-02 22:50:04.429411+00
"Bilge water as a vector for the spread of marine pests: a morphological, metabarcoding and experimental assessment",EXCLUDE,3,1,2,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Requires access to full text, as the abstract alone does not provide enough information to determine the methodology or quantitativeness of the study, though bilge water/marine pests a",10.1007/s10530-017-1489-y,OpenAlex,2026-03-02 22:49:31.237996+00
Thailand's Initiatives on Mercury,EXCLUDE,3,1,0,1,1,0,"Low score: Cumulative criteria not met. (AI Note: The study focuses on mercury contamination in the Gulf of Thailand due to industrial processes, but it is more of a description of mercury management initiatives rather than a novel empirical research",10.2118/38087-ms,OpenAlex,2026-03-02 22:52:08.557482+00
Analysis of Microplastics in Synthetic Fibers Through FT-IR Microscope,EXCLUDE,3,1,0,0,0,2,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on microplastic generation during laundry and uses FT-IR microscopy for analysis.),10.36278/jeaht.23.4.204,OpenAlex,2026-03-02 22:51:43.190035+00
"Response To Freshwater Inflow In The Rappahannock Estuary, Virginia : Operation Hiflo '78",EXCLUDE,3,2,0,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study describes a planned experiment to observe the response of an estuary to freshwater inflow, lacking specific quantitative data or novel methodology.)",10.21220/m2-mg5q-cn12,OpenAlex,2026-03-02 22:52:04.460308+00
Design and calculation of mechanical system for solar-powered electric boat,EXCLUDE,3,1,2,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on the design of a solar-powered boat mechanical system, rather than pollution in marine environments.)",10.1088/1755-1315/105/1/012127,OpenAlex,2026-03-02 22:50:18.456848+00
"Performance indicators of the red grouper (Epinephelus morio) fishery along the Yucatan coast, Southeast Mexico",EXCLUDE,3,1,1,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper assesses the performance of the red grouper fishery using a wide range of indicators, but it lacks quantitative environmental data.)",10.1016/j.marpol.2024.106333,OpenAlex,2026-03-02 22:50:16.410407+00
The evidentiary challenges of using satellite technologies to enforce ship-source marine pollution standards on the high seas,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, but based on the title, the study focuses on the legal and technological aspects of enforcing marine pollution standards, lacking specific empirical data or qu",10.1016/j.heliyon.2024.e25141,OpenAlex,2026-03-02 22:49:50.592207+00
Ballast and the Tay Eider Duck Populations,EXCLUDE,3,2,0,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a case study of ballast gravel and does not quantify oil pollution.),10.3197/096734099779568380,OpenAlex,2026-03-02 22:52:07.306017+00
Direct versus late maxLCBI4mm changes after paclitaxel-coated balloon treatment of lipid-rich plaques,EXCLUDE,3,0,0,1,0,2,"Low score: Cumulative criteria not met. (AI Note: This article is about the treatment of lipid-rich plaques in coronary arteries, which is not related to marine research.)",10.1093/eurheartj/ehaf784.1897,OpenAlex,2026-03-02 22:51:05.806462+00
Impacts from Offshore Wind Farms on Marine Mammals and Fish – A review of the current knowledge,EXCLUDE,3,1,1,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review of the impacts of offshore wind farms on marine mammals and fish, so it's not focused on specific pollutants or empirical studies.)",10.5281/zenodo.3948460,OpenAlex,2026-03-02 22:50:22.97318+00
Production Facility Prototype Blower 1000 Hour Test Results,EXCLUDE,3,0,0,1,0,2,Low score: Cumulative criteria not met. (AI Note: This study focuses on a prototype blower in a production facility and does not relate to marine research.),10.2172/1330072,OpenAlex,2026-03-02 22:51:04.738848+00
"Editorial: Advances in marine environmental protection: challenges, solutions and perspectives",EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Editorial discussing marine environmental protection challenges and solutions, lacking specific data or methodology.)",10.3389/fmars.2025.1593179,OpenAlex,2026-03-02 22:52:14.622244+00
Contextual Considerations for Eco-Behavioral Change Among Aquatic Recreationists,EXCLUDE,3,1,1,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This chapter is a policy study on recreational behaviors and environmental stewardship in aquatic environments, lacking specific empirical data or quantitative analysis.)",10.4018/978-1-7998-2731-3.ch008,OpenAlex,2026-03-02 22:50:18.78419+00
